"GeneID" "Cluster"
"541" "YDR174W" "cluster3"
"542" "YDR175C" "cluster5"
"543" "YDR176W" "cluster3"
"544" "YDR177W" "cluster3"
"545" "YDR184C" "cluster1"
"546" "YDR188W" "cluster3"
"547" "YDR190C" "cluster3"
"548" "YDR191W" "cluster3"
"549" "YDR192C" "cluster3"
"550" "YDR194C" "cluster3"
"551" "YDR198C" "cluster3"
"552" "YDR200C" "cluster5"
"553" "YDR204W" "cluster4"
"554" "YDR205W" "cluster3"
"555" "YDR206W" "cluster3"
"556" "YDR207C" "cluster3"
"557" "YDR208W" "cluster3"
"558" "YDR210C-D" "cluster9"
"559" "YDR211W" "cluster3"
"560" "YDR212W" "cluster3"
"561" "YDR214W" "cluster4"
"562" "YDR222W" "cluster4"
"563" "YDR223W" "cluster4"
"564" "YDR224C" "cluster6"
"565" "YDR225W" "cluster6"
"566" "YDR227W" "cluster3"
"567" "YDR231C" "cluster2"
"568" "YDR233C" "cluster3"
"569" "YDR237W" "cluster5"
"570" "YDR242W" "cluster5"
"571" "YDR244W" "cluster5"
"572" "YDR245W" "cluster3"
"573" "YDR247W" "cluster2"
"574" "YDR249C" "cluster3"
"575" "YDR251W" "cluster5"
"576" "YDR254W" "cluster5"
"577" "YDR257C" "cluster3"
"578" "YDR258C" "cluster2"
"579" "YDR260C" "cluster4"
"580" "YDR263C" "cluster4"
"581" "YDR264C" "cluster3"
"582" "YDR270W" "cluster4"
"583" "YDR272W" "cluster5"
"584" "YDR273W" "cluster4"
"585" "YDR275W" "cluster4"
"586" "YDR277C" "cluster2"
"587" "YDR280W" "cluster3"
"588" "YDR283C" "cluster3"
"589" "YDR285W" "cluster4"
"590" "YDR292C" "cluster3"
"591" "YDR296W" "cluster5"
"592" "YDR297W" "cluster3"
"593" "YDR299W" "cluster1"
"594" "YDR306C" "cluster5"
"595" "YDR307W" "cluster3"
"596" "YDR309C" "cluster3"
"597" "YDR310C" "cluster3"
"598" "YDR322C-A" "cluster5"
"599" "YDR322W" "cluster5"
"600" "YDR324C" "cluster1"
"601" "YDR328C" "cluster5"
"602" "YDR329C" "cluster5"
"603" "YDR336W" "cluster3"
"604" "YDR339C" "cluster3"
"605" "YDR341C" "cluster1"
"606" "YDR343C" "cluster8"
"607" "YDR346C" "cluster3"
"608" "YDR349C" "cluster3"
"609" "YDR350C" "cluster3"
"610" "YDR358W" "cluster4"
"611" "YDR361C" "cluster1"
"612" "YDR362C" "cluster3"
"613" "YDR363W" "cluster5"
"614" "YDR365C" "cluster1"
"615" "YDR368W" "cluster4"
"616" "YDR370C" "cluster3"
"617" "YDR371W" "cluster3"
"618" "YDR372C" "cluster3"
"619" "YDR381W" "cluster3"
"620" "YDR382W" "cluster1"
"621" "YDR383C" "cluster3"
"622" "YDR385W" "cluster1"
"623" "YDR387C" "cluster5"
"624" "YDR389W" "cluster3"
"625" "YDR392W" "cluster3"
"626" "YDR394W" "cluster3"
"627" "YDR395W" "cluster1"
"628" "YDR397C" "cluster7"
"629" "YDR398W" "cluster1"
"630" "YDR399W" "cluster1"
"631" "YDR400W" "cluster3"
"632" "YDR406W" "cluster4"
"633" "YDR409W" "cluster3"
"634" "YDR410C" "cluster3"
"635" "YDR411C" "cluster5"
"636" "YDR412W" "cluster9"
"637" "YDR418W" "cluster1"
"638" "YDR420W" "cluster3"
"639" "YDR422C" "cluster3"
"640" "YDR425W" "cluster4"
"641" "YDR427W" "cluster3"
"642" "YDR428C" "cluster3"
"643" "YDR429C" "cluster1"
"644" "YDR432W" "cluster6"
"645" "YDR435C" "cluster4"
"646" "YDR436W" "cluster5"
"647" "YDR443C" "cluster5"
"648" "YDR447C" "cluster1"
"649" "YDR449C" "cluster1"
"650" "YDR450W" "cluster1"
"651" "YDR451C" "cluster3"
"652" "YDR452W" "cluster3"
"653" "YDR453C" "cluster2"
"654" "YDR460W" "cluster3"
"655" "YDR461C-A" "cluster2"
"656" "YDR461W" "cluster6"
"657" "YDR462W" "cluster5"
"658" "YDR463W" "cluster5"
"659" "YDR465C" "cluster1"
"660" "YDR466W" "cluster5"
"661" "YDR469W" "cluster3"
"662" "YDR470C" "cluster3"
"663" "YDR471W" "cluster1"
"664" "YDR475C" "cluster5"
"665" "YDR476C" "cluster4"
"666" "YDR477W" "cluster3"
"667" "YDR480W" "cluster5"
"668" "YDR481C" "cluster5"
"669" "YDR482C" "cluster3"
"670" "YDR483W" "cluster3"
"671" "YDR486C" "cluster5"
"672" "YDR488C" "cluster6"
"673" "YDR490C" "cluster5"
"674" "YDR492W" "cluster6"
"675" "YDR496C" "cluster1"
"676" "YDR497C" "cluster6"
"677" "YDR498C" "cluster3"
"678" "YDR499W" "cluster3"
"679" "YDR501W" "cluster4"
"680" "YDR502C" "cluster6"
"681" "YDR503C" "cluster5"
"682" "YDR507C" "cluster3"
"683" "YDR508C" "cluster3"
"684" "YDR510W" "cluster3"
"685" "YDR511W" "cluster4"
"686" "YDR512C" "cluster4"
"687" "YDR513W" "cluster4"
"688" "YDR516C" "cluster2"
"689" "YDR517W" "cluster5"
"690" "YDR519W" "cluster3"
"691" "YDR520C" "cluster3"
"692" "YDR523C" "cluster9"
"693" "YDR524C" "cluster3"
"694" "YDR527W" "cluster1"
"695" "YDR528W" "cluster3"
"696" "YDR529C" "cluster4"
"697" "YDR531W" "cluster3"
"698" "YDR535C" "cluster8"
"699" "YDR538W" "cluster6"
"700" "YDR539W" "cluster3"
"701" "YDR540C" "cluster2"
"702" "YDR541C" "cluster6"
"703" "YEL001C" "cluster3"
"704" "YEL006W" "cluster5"
"705" "YEL007W" "cluster3"
"706" "YEL009C" "cluster3"
"707" "YEL011W" "cluster8"
"708" "YEL016C" "cluster3"
"709" "YEL017C-A" "cluster6"
"710" "YEL017W" "cluster5"
"711" "YEL026W" "cluster1"
"712" "YEL027W" "cluster3"
"713" "YEL029C" "cluster3"
"714" "YEL032W" "cluster3"
"715" "YEL033W" "cluster9"
"716" "YEL038W" "cluster5"
"717" "YEL039C" "cluster8"
"718" "YEL041W" "cluster4"
"719" "YEL047C" "cluster6"
"720" "YEL048C" "cluster6"
"721" "YEL053C" "cluster3"
"722" "YEL054C" "cluster1"
"723" "YEL055C" "cluster1"
"724" "YEL058W" "cluster3"
"725" "YEL060C" "cluster2"
"726" "YEL061C" "cluster3"
"727" "YEL063C" "cluster3"
"728" "YEL064C" "cluster3"
"729" "YEL065W" "cluster6"
"730" "YEL066W" "cluster4"
"731" "YEL067C" "cluster2"
"732" "YEL070W" "cluster8"
"733" "YEL071W" "cluster6"
"734" "YEL077C" "cluster4"
"735" "YER001W" "cluster3"
"736" "YER002W" "cluster1"
"737" "YER003C" "cluster3"
"738" "YER004W" "cluster4"
"739" "YER006W" "cluster1"
"740" "YER007C-A" "cluster1"
"741" "YER007W" "cluster3"
"742" "YER008C" "cluster3"
"743" "YER009W" "cluster1"
"744" "YER010C" "cluster5"
"745" "YER011W" "cluster9"
"746" "YER013W" "cluster3"
"747" "YER014W" "cluster4"
"748" "YER015W" "cluster2"
"749" "YER017C" "cluster3"
"750" "YER018C" "cluster5"
"751" "YER019W" "cluster3"
"752" "YER020W" "cluster4"
"753" "YER021W" "cluster3"
"754" "YER025W" "cluster1"
"755" "YER027C" "cluster3"
"756" "YER028C" "cluster6"
"757" "YER030W" "cluster5"
"758" "YER031C" "cluster3"
"759" "YER032W" "cluster3"
"760" "YER033C" "cluster4"
"761" "YER036C" "cluster1"
"762" "YER043C" "cluster1"
"763" "YER045C" "cluster4"
"764" "YER048W-A" "cluster3"
"765" "YER049W" "cluster1"
"766" "YER051W" "cluster5"
"767" "YER052C" "cluster6"
